"","ID","StartDate","Progress","Duration (in seconds)","Consent","AQ01","AQ02","AQ03","AQ04","AQ05","AQ06","AQ07","AQ08","AQ09","AQ10","AQ11","AQ12","AQ13","AQ14","AQ15","AQ16","AQ17","AQ18","AQ19","AQ20","AQ21","AQ22","AQ23","AQ24","AQ25","AQ26","AQ27","AQ28","RPrac","RPrac_H","RPrac_T_First Click","RPrac_T_Last Click","RPrac_T_Page Submit","RPrac_T_Click Count","R01","R01_H","R01_T_First Click","R01_T_Last Click","R01_T_Page Submit","R01_T_Click Count","R02","R02_H","R02_T_First Click","R02_T_Last Click","R02_T_Page Submit","R02_T_Click Count","R03","R03_H","R03_T_First Click","R03_T_Last Click","R03_T_Page Submit","R03_T_Click Count","R04","R04_H","R04_T_First Click","R04_T_Last Click","R04_T_Page Submit","R04_T_Click Count","R05","R05_H","R05_T_First Click","R05_T_Last Click","R05_T_Page Submit","R05_T_Click Count","R06","R06_H","R06_T_First Click","R06_T_Last Click","R06_T_Page Submit","R06_T_Click Count","R07","R07_H","R07_T_First Click","R07_T_Last Click","R07_T_Page Submit","R07_T_Click Count","R08","R08_H","R08_T_First Click","R08_T_Last Click","R08_T_Page Submit","R08_T_Click Count","R09","R09_H","R09_T_First Click","R09_T_Last Click","R09_T_Page Submit","R09_T_Click Count","R10","R10_H","R10_T_First Click","R10_T_Last Click","R10_T_Page Submit","R10_T_Click Count","R11","R11_H","R11_T_First Click","R11_T_Last Click","R11_T_Page Submit","R11_T_Click Count","R12","R12_T_First Click","R12_T_Last Click","R12_T_Page Submit","R12_T_Click Count","R12_H","R13","R13_T_First Click","R13_T_Last Click","R13_T_Page Submit","R13_T_Click Count","R13_H","R14","R14_H","R14_T_First Click","R14_T_Last Click","R14_T_Page Submit","R14_T_Click Count","R15","R15_T_First Click","R15_T_Last Click","R15_T_Page Submit","R15_T_Click Count","R15_H","R16","R16_H","R16_T_First Click","R16_T_Last Click","R16_T_Page Submit","R16_T_Click Count","R17","R17_H","R17_T_First Click","R17_T_Last Click","R17_T_Page Submit","R17_T_Click Count","R18","R18_H","R18_T_First Click","R18_T_Last Click","R18_T_Page Submit","R18_T_Click Count","R19","R19_H","R19_T_First Click","R19_T_Last Click","R19_T_Page Submit","R19_T_Click Count","R20","R20_H","R20_T_First Click","R20_T_Last Click","R20_T_Page Submit","R20_T_Click Count","R21","R21_H","R21_T_First Click","R21_T_Last Click","R21_T_Page Submit","R21_T_Click Count","R22","R22_H","R22_T_First Click","R22_T_Last Click","R22_T_Page Submit","R22_T_Click Count","R23","R23_H","R23_T_First Click","R23_T_Last Click","R23_T_Page Submit","R23_T_Click Count","R24","R24_H","R24_T_First Click","R24_T_Last Click","R24_T_Page Submit","R24_T_Click Count","R25","R25_H","R25_T_First Click","R25_T_Last Click","R25_T_Page Submit","R25_T_Click Count","R26","R26_H","R26_T_First Click","R26_T_Last Click","R26_T_Page Submit","R26_T_Click Count","R27","R27_H","R27_T_First Click","R27_T_Last Click","R27_T_Page Submit","R27_T_Click Count","R28","R28_H","R28_T_First Click","R28_T_Last Click","R28_T_Page Submit","R28_T_Click Count","R29","R29_T_First Click","R29_T_Last Click","R29_T_Page Submit","R29_T_Click Count","R29_H","R30","R30_H","R30_T_First Click","R30_T_Last Click","R30_T_Page Submit","R30_T_Click Count","R31","R31_H","R31_T_First Click","R31_T_Last Click","R31_T_Page Submit","R31_T_Click Count","R32","R32_T_First Click","R32_T_Last Click","R32_T_Page Submit","R32_T_Click Count","R32_H","R33","R33_H","R33_T_First Click","R33_T_Last Click","R33_T_Page Submit","R33_T_Click Count","R34","R34_H","R34_T_First Click","R34_T_Last Click","R34_T_Page Submit","R34_T_Click Count","R35","R35_H","R35_T_First Click","R35_T_Last Click","R35_T_Page Submit","R35_T_Click Count","R36","R36_H","R36_T_First Click","R36_T_Last Click","R36_T_Page Submit","R36_T_Click Count","R_Comfort_1","TAS01","TAS02","TAS03","TAS04","TAS05","TAS06","TAS07","TAS08","TAS09","TAS10","TAS11","TAS12","TAS13","TAS14","TAS15","TAS16","TAS17","TAS18","TAS19","TAS20","Attention_1","TOM_story_timer_First Click","TOM_story_timer_Last Click","TOM_story_timer_Page Submit","TOM_story_timer_Click Count","TOM_revise","TOM_story2_timer_First Click","TOM_story2_timer_Last Click","TOM_story2_timer_Page Submit","TOM_story2_timer_Click Count","TOM01","TOM02","TOM03","TOM04","TOM05","TOM06","TOM07","TOM08","TOM09","TOM10","TOM11","TOM12","TOM13","TOM14","TOM15","TOM16","TOM_question_timer_First Click","TOM_question_timer_Last Click","TOM_question_timer_Page Submit","TOM_question_timer_Click Count","Dem_ethnicity","Dem_ethnicity_9_TEXT","Dem_age","Dem_gender","Dem_gender_4_TEXT","Dem_education","Dem_god_4","Debrief_random","Debrief_device","Debrief_device_5_TEXT","age","gender","ethnicity"
"741",741,2020-09-01 11:11:15,100,941,1,1,2,2,2,2,2,2,3,1,4,4,1,1,3,4,2,1,1,1,2,2,2,3,1,3,3,1,2,2,1,15.605,31.255,33.044,8,1,NA,4.77,4.77,5.777,1,3,NA,4.107,6.234,6.873,3,1,NA,7.186,8.184,9.116,2,4,NA,10.56,11.524,12.226,2,1,NA,2.699,2.699,5.111,1,1,NA,8.584,8.584,10.275,1,2,NA,5.913,5.913,6.889,1,2,NA,5.018,5.018,5.92,1,3,NA,6.731,6.731,7.839,1,1,NA,6.603,6.603,7.735,1,1,NA,4.87,4.87,9.011,1,2,5.982,5.982,6.914,1,NA,1,4.112,4.112,5.429,1,NA,1,NA,5.6,6.591,12.336,2,4,8.16,8.16,9.226,1,NA,1,NA,8.522,8.522,9.87,1,1,NA,4.638,4.638,10.043,1,1,NA,6.105,6.105,7.124,1,4,NA,6.039,6.039,6.786,1,1,NA,8.491,8.491,9.594,1,1,NA,7.247,8.997,10.371,2,4,NA,5.668,5.668,6.599,1,2,NA,5.846,5.846,7.06,1,3,NA,7.923,9.607,10.332,3,1,NA,6.862,6.862,7.959,1,4,NA,7.701,7.701,8.874,1,1,NA,7.446,7.446,8.826,1,1,NA,8.417,8.417,9.508,1,1,3.817,3.817,5.408,1,NA,1,NA,4.715,4.715,6.406,1,1,NA,4.074,4.074,5.46,1,2,7.26,7.985,8.9,2,NA,3,NA,8.673,8.673,9.684,1,2,1,8.388,17.994,19.809,5,2,NA,5.03,5.03,6.177,1,1,NA,6.246,6.246,10.547,1,10,3,5,1,4,5,5,5,4,4,5,1,3,5,3,2,1,5,4,4,4,0,3.337,49.595,65.431,5,NA,8.096,8.096,9.535,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,5.628,133.943,135.028,40,2,NA,61,2,NA,1,100,2,4,NA,61,1,1
"742",742,2020-09-01 11:09:05,100,1289,1,3,3,1,1,4,2,3,3,2,3,4,3,1,4,3,2,2,2,2,3,2,3,3,2,2,3,2,4,3,NA,13.36,13.36,15.813,1,1,NA,8.492,8.492,10.219,1,1,NA,6.636,6.636,8.38,1,1,NA,8.329,8.329,10.168,1,2,NA,10.652,10.652,12.337,1,1,NA,4.449,4.449,6.139,1,1,NA,16.062,16.062,17.877,1,3,NA,8.344,19.256,22.221,2,1,NA,12.035,12.035,13.665,1,1,NA,11.455,11.455,13.348,1,1,NA,8.331,8.331,10.005,1,1,NA,8.365,8.365,10.043,1,1,6.124,6.124,7.796,1,NA,2,9.206,9.206,10.897,1,NA,1,NA,11.252,11.252,13.067,1,1,5.966,5.966,7.636,1,NA,1,NA,6.018,6.018,8.952,1,1,NA,9.429,9.429,10.928,1,3,NA,7.31,7.31,9.012,1,3,NA,8.417,8.417,10.284,1,1,NA,4.687,4.687,6.496,1,1,NA,11.197,11.197,13.024,1,1,NA,6.851,6.851,8.423,1,2,NA,15.86,15.86,17.35,1,1,NA,6.774,6.774,8.463,1,1,NA,12.108,12.108,13.9,1,1,NA,11.459,11.459,13.145,1,1,NA,13.978,13.978,15.456,1,1,NA,9.106,9.106,10.746,1,3,11.156,11.156,12.992,1,NA,2,NA,15.145,15.145,16.774,1,1,NA,11.508,11.508,13.385,1,1,6.987,6.987,9.101,1,NA,1,NA,13.122,13.122,14.815,1,1,NA,9.219,9.219,11.162,1,1,NA,12.219,12.219,13.999,1,1,NA,6.794,6.794,8.488,1,8,1,2,1,3,4,1,1,2,2,4,2,2,1,2,4,1,4,5,3,2,0,0,0,96.601,0,NA,0,0,5.993,0,2,1,1,2,2,1,2,1,1,1,2,1,2,1,2,2,11.301,168.882,170.718,29,2,NA,72,2,NA,3,80,2,2,NA,72,1,1
"743",743,2020-09-01 11:21:53,100,1066,1,2,3,2,1,3,2,3,3,3,2,3,3,3,3,1,2,2,2,1,2,2,1,2,2,2,3,2,3,3,NA,3.869,9.553,10.455,3,1,NA,3.843,5.006,5.625,2,1,NA,5.083,5.75,6.77,2,1,NA,9.011,13.006,13.944,4,1,NA,4.729,5.766,6.569,2,1,NA,4.288,5.068,6.359,2,1,NA,16.034,19.495,20.337,2,1,NA,10.987,18.756,19.901,3,1,NA,7.461,8.427,9.015,2,3,NA,7.953,8.717,9.356,3,1,NA,11.715,12.664,13.602,2,1,NA,20.936,21.692,22.981,2,1,6.721,7.671,8.561,2,NA,1,14.737,15.842,16.878,2,NA,1,NA,16.374,19.74,20.319,3,1,9.154,10.054,13.593,2,NA,2,NA,1.177,8.505,9.183,3,1,NA,9.412,10.559,11.448,3,1,NA,3.991,5.091,6.413,2,1,NA,8.77,8.77,9.953,1,1,NA,4.669,5.785,6.495,3,2,NA,10.757,11.822,12.733,3,3,NA,6.955,7.902,8.523,3,1,NA,9.149,9.992,10.949,2,1,NA,10.121,11.041,11.594,2,1,NA,8.272,9.235,10.124,2,1,NA,2.412,3.069,4.171,2,1,NA,11.554,12.242,13.537,2,1,NA,8.1,9.352,9.987,4,3,18.315,19.278,22.79,3,NA,1,NA,5.653,6.205,7.337,2,4,NA,10.036,11.119,12.075,3,1,4.398,5.478,6.173,3,NA,1,NA,7.811,8.609,9.353,2,1,NA,8.598,9.661,10.339,2,1,NA,8.527,9.478,10.414,2,1,NA,9.084,9.982,10.691,2,10,2,5,1,4,5,1,2,1,2,5,2,3,2,1,3,1,2,4,3,1,0,10.193,10.193,78.568,1,NA,0,0,7.768,0,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,20.512,94.113,95.043,32,2,NA,66,2,NA,3,95,2,3,NA,66,1,1
"744",744,2020-09-01 11:26:17,100,816,1,2,1,3,2,3,2,3,3,3,4,3,2,3,2,3,3,2,3,3,3,2,2,3,3,2,3,2,2,3,NA,15.566,15.566,16.764,1,3,NA,3.389,3.389,4.427,1,1,NA,3.804,3.804,4.63,1,4,NA,5.408,5.408,6.157,1,1,NA,7.079,7.079,8.002,1,1,NA,4.12,4.12,5.052,1,1,NA,2.085,2.085,3.069,1,1,NA,4.85,4.85,6.01,1,1,NA,6.097,6.097,7.427,1,2,NA,4.577,4.577,5.614,1,1,NA,2.96,2.96,3.864,1,1,NA,4.594,4.594,5.683,1,1,3.349,3.349,4.238,1,NA,2,5.771,5.771,6.867,1,NA,1,NA,5.134,5.134,5.884,1,2,3.51,7.854,8.847,3,NA,4,NA,2.064,2.064,3.196,1,1,NA,2.329,3.248,5.035,2,1,NA,3.77,3.77,4.965,1,4,NA,3.787,3.787,4.612,1,1,NA,5.64,5.64,6.556,1,3,NA,4.003,4.003,5.056,1,1,NA,3.175,3.175,5.019,1,4,NA,2.479,2.479,3.965,1,1,NA,2.718,2.718,3.546,1,1,NA,5.32,5.32,6.202,1,4,NA,3.547,3.547,6.92,1,1,NA,4.437,4.437,5.226,1,4,NA,4.53,4.53,5.613,1,1,2.247,2.247,3.212,1,NA,1,NA,4.081,4.081,5.177,1,1,NA,2.378,2.378,3.187,1,1,3.553,3.553,4.368,1,NA,1,NA,2.024,2.024,3.048,1,3,NA,3.906,3.906,4.938,1,1,NA,3.329,5.012,6.033,2,1,NA,2.904,2.904,3.854,1,6,2,3,2,2,4,3,2,4,3,2,2,2,3,2,4,5,4,3,3,2,0,0,0,88.581,0,NA,0,0,7.558,0,1,2,1,2,2,2,1,1,2,1,2,1,1,2,2,1,7.39,100.111,100.978,16,2,NA,67,2,NA,5,100,1,1,NA,68,1,1
"745",745,2020-09-01 11:23:31,100,1051,1,2,2,2,3,3,3,4,2,3,3,1,2,3,4,2,2,3,1,2,1,1,3,3,2,3,2,3,1,1,NA,18.456,18.456,19.564,1,2,NA,9.906,10.242,11.619,2,4,NA,4.382,5.494,6.134,2,2,NA,13.663,13.663,14.961,1,1,NA,5.377,5.377,6.807,1,1,NA,4.689,4.689,7.34,1,1,NA,26.541,26.541,28.326,1,4,NA,7.321,7.705,9.057,2,1,NA,3.099,3.099,4.719,1,3,NA,3.904,3.904,7.941,1,1,NA,7.707,7.707,9.138,1,1,NA,5.372,9.81,10.178,2,1,8.233,8.233,9.725,1,NA,1,11.508,11.508,13.026,1,NA,2,NA,2.698,2.698,4.34,1,2,11.524,14.883,15.202,2,NA,1,NA,8.48,8.48,9.958,1,4,NA,3.878,3.878,6.234,1,4,NA,23.614,23.614,25.32,1,1,NA,4.069,4.883,7.035,2,1,NA,3.168,3.168,5.828,1,3,NA,14.1,15.899,16.486,2,1,NA,15.094,15.619,16.93,2,1,NA,5.974,5.974,7.115,1,1,NA,8.245,8.245,10.129,1,4,NA,18.735,19.141,20.409,2,1,NA,3.063,3.063,4.798,1,1,NA,4.927,4.927,6.553,1,1,NA,7.406,7.992,9.242,2,2,30.838,30.838,32.218,1,NA,1,NA,3.958,3.958,6.839,1,2,NA,12.269,12.269,14.795,1,1,7.015,7.015,8.673,1,NA,1,NA,6.053,6.053,7.571,1,1,NA,6.551,6.551,7.795,1,4,NA,6.498,6.498,8.367,1,1,NA,11.988,11.988,13.247,1,7,1,2,1,4,4,1,1,1,1,5,1,3,1,1,3,2,4,5,4,2,0,0,0,123.734,0,NA,0,0,10.128,0,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,7.78,127.171,128.612,18,2,NA,58,2,NA,5,100,2,1,NA,58,1,1
"746",746,2020-09-01 11:16:47,100,1538,1,4,4,4,1,4,2,4,4,4,2,4,1,3,2,1,4,1,3,2,4,2,4,1,4,2,1,2,3,3,NA,5.2,5.2,8.673,1,1,NA,6.652,6.652,8.172,1,1,NA,5.766,5.766,8.05,1,1,NA,7.827,7.827,9.253,1,4,NA,16.202,16.202,17.861,1,1,NA,8.139,8.139,9.318,1,3,NA,12.547,12.547,13.856,1,1,NA,392.219,392.219,393.86,1,1,NA,7.183,7.183,8.301,1,1,NA,9.792,9.792,11.129,1,1,NA,10.328,10.328,11.777,1,1,NA,8.59,8.59,10.047,1,1,7.729,8.9,10.28,2,NA,4,16.233,16.233,17.694,1,NA,1,NA,7.801,7.801,9.273,1,4,7.875,7.875,9.279,1,NA,1,NA,16.191,16.191,17.348,1,1,NA,7.603,7.603,9.029,1,3,NA,12.33,13.471,14.831,3,2,NA,44.423,44.423,46.236,1,1,NA,7.101,8.06,8.649,2,1,NA,10.904,10.904,12.124,1,1,NA,11.101,11.101,12.666,1,1,NA,10.901,10.901,12.633,1,1,NA,7.016,7.016,8.5,1,1,NA,12.55,12.55,13.697,1,1,NA,14.303,14.303,15.596,1,1,NA,11.401,11.401,13.062,1,1,NA,14.122,14.122,15.56,1,1,9.378,9.378,10.891,1,NA,2,NA,16.001,16.001,17.375,1,4,NA,9.624,11.092,12.454,3,1,10.016,10.016,11.628,1,NA,1,NA,8.599,9.201,11.739,2,1,NA,9.5,9.5,12.8,1,2,NA,9.473,9.473,11.274,1,1,NA,14.402,14.402,15.989,1,3,1,5,4,4,1,1,1,5,1,4,1,2,1,1,2,1,4,5,2,5,0,0,0,80.412,0,NA,0,0,12.314,0,1,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,8.386,117.555,119.501,31,2,NA,72,2,NA,5,24,2,3,NA,72,1,1
"747",747,2020-09-01 11:34:45,100,822,1,3,3,2,2,2,2,2,2,2,2,4,3,1,4,3,2,1,2,2,3,1,2,3,2,3,3,2,2,3,NA,6.204,6.204,8.717,1,2,NA,4.46,4.46,6.078,1,1,NA,5.42,5.42,6.639,1,2,NA,9.842,9.842,11.368,1,1,NA,5.152,5.152,6.68,1,1,NA,3.417,3.417,4.83,1,3,NA,7.449,7.449,8.86,1,1,NA,4.168,4.168,5.875,1,1,NA,7.643,7.643,9.574,1,2,NA,27.585,27.585,29.845,1,1,NA,7.43,7.43,8.856,1,3,NA,7.288,7.288,8.731,1,1,5.19,5.19,6.703,1,NA,1,4.949,4.949,6.329,1,NA,1,NA,3.758,3.758,5.672,1,4,4.242,4.242,5.886,1,NA,1,NA,3.78,3.78,5.157,1,3,NA,5.716,5.716,8.127,1,1,NA,8.11,8.11,10.276,1,1,NA,7.044,7.044,8.299,1,1,NA,3.458,3.458,5.127,1,3,NA,4.7,4.7,5.88,1,1,NA,5.3,5.3,6.717,1,1,NA,5.485,5.485,7.081,1,1,NA,3.416,3.416,4.802,1,1,NA,6.197,6.197,8.199,1,4,NA,10.054,10.054,11.384,1,1,NA,27.94,27.94,29.789,1,1,NA,5.178,5.178,6.538,1,1,4.598,4.598,5.81,1,NA,1,NA,5.964,5.964,7.337,1,1,NA,3.637,3.637,4.799,1,1,3.834,3.834,5.328,1,NA,1,NA,3.586,3.586,4.914,1,3,NA,3.112,4.72,6.5,2,2,NA,3.3,3.3,4.861,1,1,NA,3.933,3.933,5.335,1,5,1,1,1,4,5,1,1,2,1,3,3,1,1,1,3,3,4,4,3,3,0,0,0,48.507,0,NA,0,0,9.019,0,2,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,11.443,107.372,108.611,16,2,NA,69,2,NA,3,89,2,2,NA,69,1,1
"748",748,2020-09-01 11:30:27,100,1731,1,4,1,1,2,4,1,4,3,2,4,2,3,3,4,3,2,4,3,3,2,2,2,3,1,4,3,2,2,3,NA,9.75,13.867,15.267,3,1,NA,4.608,6.595,7.47,3,1,NA,8.574,9.314,10.28,2,1,NA,5.792,8.611,9.709,3,1,NA,72.502,74.134,75.13,3,3,NA,3.201,4.965,5.701,3,1,NA,4.39,6.516,7.491,3,3,1,6.78,16.644,17.626,4,1,1,6.276,17.727,18.751,7,1,NA,22.233,23.265,24.17,2,1,NA,6.482,14.684,16.508,4,3,NA,10.418,11.659,12.797,2,2,13.95,15.19,16.282,2,NA,1,10.659,12.459,13.359,3,NA,1,NA,33.305,34.275,35.317,2,1,6.227,8.329,9.281,3,NA,1,NA,4.58,5.742,6.664,2,2,NA,2.52,6.232,7.261,3,1,NA,5.134,6.732,7.681,3,1,1,6.314,14.846,15.86,4,2,1,7.382,13.752,17.554,6,1,NA,4.16,6.015,6.853,3,1,NA,27.262,31.742,32.649,3,1,NA,3.129,16.04,16.832,5,1,1,6.214,23.904,24.746,5,1,NA,7.026,7.882,8.811,2,1,NA,11.223,18.275,19.397,3,1,NA,12.365,18.124,18.956,3,1,NA,141.611,144.961,145.91,2,3,6.147,18.122,19.02,6,1,1,NA,10.759,12.462,13.225,3,1,NA,1.966,5.054,6,3,1,129.269,130.848,131.64,2,NA,1,NA,4.917,6.757,7.51,3,1,NA,7.593,10.988,12.08,3,1,NA,5.488,6.334,7.266,2,1,NA,42.873,43.659,44.483,2,9,2,2,2,4,5,2,2,3,2,4,1,3,3,5,3,5,4,5,4,1,0,17.664,93.943,95.302,2,NA,0,0,5.816,0,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,9.175,132.321,133.174,31,3,NA,28,1,NA,5,100,2,2,NA,28,2,2
"749",749,2020-09-01 11:53:01,100,457,1,3,3,1,2,4,1,3,4,2,4,4,4,2,3,4,2,3,1,2,4,1,1,2,3,4,2,3,2,3,1,5.098,8.426,13.634,2,1,NA,4.703,6.647,7.189,2,3,NA,2.711,2.711,4.589,1,1,NA,2.22,3.46,4.771,2,1,NA,7.969,7.969,9.24,1,1,NA,2.697,2.697,4.594,1,3,NA,5.074,5.074,6.623,1,1,NA,1.358,1.358,3.516,1,3,NA,4.067,4.067,5.17,1,3,NA,3.2,3.2,4.344,1,4,NA,1.782,1.782,3.124,1,1,NA,4.435,5.347,7.14,2,2,3.223,4.254,5.766,2,NA,3,3.277,3.277,5.709,1,NA,3,NA,5.046,5.046,7.389,1,3,3.582,4.782,5.413,2,NA,2,NA,3.135,3.135,4.757,1,4,NA,1.849,3.865,5.104,2,1,NA,1.641,1.641,5.145,1,1,NA,3.297,3.297,4.457,1,3,NA,2.288,2.288,3.551,1,1,NA,2.284,2.284,3.788,1,1,NA,0.812,0.812,2.274,1,2,NA,1.193,1.193,2.439,1,1,NA,5.358,5.358,6.932,1,2,NA,1.25,1.25,2.136,1,1,NA,2.527,5.43,6.428,3,1,NA,1.74,1.74,2.795,1,4,NA,1.103,1.103,2.557,1,4,1.589,1.589,3.732,1,NA,4,NA,1.833,1.833,2.878,1,1,NA,5.109,7.197,8.654,2,1,1.66,1.66,2.706,1,NA,2,NA,1.527,1.527,2.999,1,3,NA,2.277,3.47,5.515,2,3,NA,1.394,1.394,2.5,1,4,NA,2.147,2.147,3.074,1,10,1,1,3,5,3,1,3,3,3,5,1,3,3,1,5,1,1,3,5,5,0,0,0,2.386,0,NA,0,0,2.479,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.288,20.152,21.315,16,2,NA,52,2,NA,2,50,2,1,NA,29,1,1
"750",750,2020-09-01 11:47:54,100,1221,1,4,2,2,2,1,1,2,2,4,2,2,4,1,3,1,1,2,3,4,3,2,2,2,4,1,1,4,3,3,NA,9.751,9.751,13.533,1,2,NA,5.623,5.623,7.024,1,2,NA,6.346,6.346,8.317,1,2,NA,9.319,9.319,11.09,1,1,NA,6.346,6.346,8.216,1,1,NA,2.783,2.783,4.914,1,3,1,6.243,34.962,35.557,3,1,NA,5.665,5.665,7.681,1,1,NA,5.718,5.718,8.73,1,1,1,9.841,19.739,22.289,2,4,NA,6.88,6.88,9.057,1,1,NA,15.081,15.081,21.589,1,1,6.286,13.093,23.371,2,1,4,6.468,6.468,9.065,1,NA,1,NA,7.502,7.502,10.745,1,1,5.74,14.835,19.372,2,1,1,1,8.05,13.522,14.938,2,1,1,5.487,15.103,16.234,2,1,NA,7.184,7.184,8.194,1,1,1,7.258,19.705,22.142,2,1,NA,5.008,7.128,7.984,2,1,1,9.923,11.243,24.735,2,1,1,5.562,15.585,18.556,3,3,1,5.981,7.31,16.163,2,1,1,8.554,10.681,17.399,2,1,1,4.409,8.401,12.167,2,4,1,7.74,29.236,34.017,2,1,NA,8.283,8.283,10.17,1,1,1,4.995,11.011,12.465,2,1,3.816,8.304,9.649,2,NA,1,NA,2.344,2.344,4.162,1,1,NA,5.097,5.097,6.522,1,1,5.221,5.221,7.218,1,NA,1,1,7.09,27.369,31.477,2,1,1,7.614,20.693,24.078,2,3,1,16.641,25.506,34.757,3,1,NA,3.323,3.323,6.214,1,0,5,4,3,1,4,4,5,1,5,4,5,4,5,1,3,4,4,5,2,1,0,0,0,64.05,0,8,5.889,5.889,18.362,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,12.845,168.372,184.492,16,2,NA,50,2,NA,5,50,2,1,NA,50,1,1
"751",751,2020-09-01 10:49:04,100,5272,1,3,2,2,2,4,2,2,3,2,2,2,2,1,3,4,4,2,2,3,2,1,2,2,2,1,2,2,1,3,NA,12.665,13.994,19.171,2,1,NA,6.506,7.883,9.355,2,4,NA,10.011,11.251,12.536,2,1,NA,23.489,24.589,25.834,2,4,NA,9.818,9.818,11.527,1,1,NA,6.654,7.983,9.472,3,3,NA,9.625,10.778,12.052,2,2,NA,13.9,15.127,16.408,2,1,NA,9.544,10.829,12.039,2,1,NA,8.065,9.27,10.953,2,2,NA,17.64,19.036,20.284,3,1,NA,8.762,10.569,12.733,2,1,8.548,9.709,10.869,2,NA,1,7.742,10.718,11.95,2,NA,1,NA,12.008,14.111,15.262,2,4,6.239,7.428,8.528,2,NA,1,NA,6.659,7.907,9.04,2,1,NA,11.497,13.103,14.455,2,3,NA,6.646,7.701,9.111,2,1,NA,6.742,7.824,9.275,2,1,NA,9.308,10.592,11.742,2,3,NA,11.448,12.769,14.01,2,1,NA,8.162,9.441,10.497,2,1,NA,45.097,46.823,48.026,2,1,NA,9.292,10.563,11.932,2,4,NA,10.066,11.253,12.523,2,4,NA,16.03,17.269,18.463,2,3,NA,16.229,17.47,18.788,2,3,NA,51.539,53.137,54.339,2,1,9.075,10.404,11.726,2,NA,1,NA,34.954,36.252,37.544,2,1,NA,9.298,10.459,11.798,2,1,6.619,7.85,9.029,2,NA,1,NA,5.654,6.763,7.967,2,3,NA,7.163,8.682,9.819,2,4,NA,12.456,14.003,15.304,2,1,NA,7.078,8.358,9.749,2,1,2,2,2,4,4,3,1,3,1,4,1,3,1,1,3,4,3,5,3,3,0,0,0,524.636,0,NA,0,0,11.892,0,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,10.802,938.348,940.315,35,2,NA,71,2,NA,4,100,2,2,NA,71,1,3
"752",752,2020-09-01 12:05:11,100,1057,1,2,1,3,2,2,2,3,2,2,4,2,2,2,4,1,2,3,2,3,2,2,4,3,3,3,3,4,2,3,NA,20.258,20.258,22.132,1,1,NA,12.897,12.897,14.345,1,1,NA,17.211,17.211,18.586,1,1,NA,10.338,10.338,11.745,1,1,NA,4.975,4.975,6.33,1,1,NA,2.697,2.697,4.128,1,1,NA,28.271,28.271,29.781,1,1,NA,4.802,4.802,6.453,1,1,NA,5.212,5.212,6.709,1,1,NA,4.778,4.778,6.092,1,1,NA,5.564,5.564,6.781,1,1,NA,12.382,12.382,13.86,1,1,3.252,3.252,4.349,1,NA,1,14.191,14.191,16.126,1,NA,2,NA,4.24,4.24,5.876,1,2,4.895,4.895,6.206,1,NA,3,NA,14.58,14.58,16.131,1,3,NA,9.08,9.08,10.545,1,1,NA,5.471,5.471,6.915,1,3,NA,9.047,9.047,10.959,1,1,NA,7.02,7.02,8.473,1,2,NA,58.989,58.989,60.48,1,4,NA,4.388,4.388,5.794,1,1,NA,4.823,4.823,6.252,1,3,NA,3.978,3.978,5.348,1,4,NA,6.809,6.809,8.223,1,1,NA,5.648,5.648,6.997,1,3,NA,5.816,5.816,7.147,1,3,NA,6.402,6.402,7.916,1,2,7.881,7.881,9.556,1,NA,1,NA,9.657,9.657,11.099,1,1,NA,2.84,2.84,4.598,1,1,4.672,4.672,6.529,1,NA,1,NA,15.564,15.564,17.004,1,1,NA,3.894,5.146,5.532,2,2,NA,6.236,6.236,7.824,1,1,NA,4.46,4.46,5.633,1,2,2,3,2,2,4,2,2,2,2,1,2,4,4,1,5,5,5,5,1,5,0,0,0,57.77,0,NA,0,0,7.617,0,2,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,6.145,112.59,114.731,17,2,NA,60,2,NA,2,100,2,2,NA,59,1,1
